"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2012",".010297","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2012",".010363","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2012",".010439","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2012",".010549","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2012",".010579","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2012",".010569","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2012",".010591","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2012",".010693","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2012",".011009","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2012",".011036","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-2012",".011007","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2012",".011079","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2011",".01113","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2011",".01133","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2011",".011553","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2011",".011441","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2011",".011475","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2011",".011568","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2011",".011636","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2011",".011657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2011",".011821","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2011",".011731","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2011",".011686","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2011",".011674","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2010",".011674","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2010",".011663","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2010",".011654","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2010",".011606","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2010",".011686","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2010",".01169","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2010",".011719","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2010",".011759","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2010",".011912","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2010",".011893","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2010",".011768","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2010",".0118","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2009",".011884","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2009",".011984","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2009",".011965","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2009",".012034","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2009",".012054","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2009",".01204","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2009",".012307","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2009",".012368","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2009",".012438","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2009",".01245","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2009",".012534","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2009",".01268","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2008",".012663","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2008",".012709","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2008",".012265","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2008",".012822","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2008",".013146","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2008",".014009","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2008",".01467","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2008",".015019","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2008",".015508","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2008",".015945","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-2008",".016003","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2008",".015979","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2007",".016255","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2007",".016359","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2007",".016479","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2007",".01648","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2007",".01648","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2007",".016555","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2007",".016546","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2007",".016468","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2007",".016479","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2007",".016472","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2007",".016478","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2007",".016465","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2006",".016424","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2006",".016442","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2006",".016501","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2006",".016516","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2006",".01656","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2006",".016574","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2006",".016618","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2006",".016611","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2006",".016661","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2006",".016678","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2006",".016706","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2006",".016712","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2005",".016729","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2005",".016737","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2005",".016752","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2005",".016751","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2005",".016758","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2005",".016773","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2005",".016758","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2005",".016788","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2005",".016822","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2005",".016842","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2005",".016853","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2005",".016857","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2004",".016821","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2004",".016732","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2004",".016313","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2004",".016887","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2004",".017029","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2004",".017106","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2004",".017195","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2004",".017331","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2004",".017399","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2004",".01739","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-2004",".017437","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2004",".017416","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2003",".01741","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2003",".017474","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2003",".017415","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2003",".017276","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2003",".017316","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2003",".017314","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2003",".017298","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2003",".017352","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2003",".017306","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2003",".017293","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2003",".01721","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2003",".017189","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2002",".017131","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2002",".017137","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2002",".016969","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2002",".016895","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2002",".016846","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2002",".01679","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2002",".016646","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2002",".016625","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2002",".016635","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2002",".016641","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2002",".016631","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2002",".016597","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2001",".01664","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2001",".016423","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2001",".01626","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2001",".01561","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2001",".01561","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2001",".015589","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2001",".015603","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2001",".015813","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2001",".016329","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2001",".016443","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-2001",".01657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2001",".016871","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-2000",".017245","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-2000",".017247","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-2000",".017411","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-2000",".017128","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-2000",".018237","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-2000",".018738","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-2000",".019172","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-2000",".019306","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-2000",".019308","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-2000",".019309","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-2000",".019306","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-2000",".019317","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1999",".01932","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1999",".019314","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1999",".019323","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1999",".019326","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1999",".019324","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1999",".019466","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1999",".019395","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1999",".019269","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1999",".021685","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1999",".021685","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1999",".021685","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1999",".021685","USD","Normal",""
