"Dataset","Series Key","Series","Observation Date","Observation Value","Unit","Observation Status","Observation Status Comment"
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1984",".065071","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1984",".06681","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1984",".067807","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1984",".069794","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1984",".071135","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1984",".070732","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1984",".071491","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1984",".071954","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1984",".073433","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1984",".074583","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1984",".074583","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1984",".073218","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1983",".074031","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1983",".075541","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1983",".075541","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1983",".074583","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1983",".074583","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1983",".075144","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1983",".075885","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1983",".077473","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1983",".077473","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1983",".076995","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1983",".078077","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1983",".077473","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1982",".077834","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1982",".078568","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1982",".078568","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1982",".080465","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1982",".081052","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1982",".082252","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1982",".081915","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1982",".085267","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1982",".086075","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1982",".087201","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1982",".09151","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1982",".095806","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1981",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1980",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1979",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1978",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1977",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1976",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1975",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1974",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1973",".100931","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1973",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1972",".090845","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1972",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1972",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","29-Feb-1972",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1972",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Dec-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Nov-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Oct-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Sep-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Aug-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jul-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Jun-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-May-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","30-Apr-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Mar-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","28-Feb-1971",".209657","USD","Normal",""
"Bank Floating Month End Exchange Rates  (USD per National Currency)","TS_GP_ER_FMEERUSD_M.E00250","Month End USD per PKR","31-Jan-1971",".209657","USD","Normal",""
